Issue Number,Issue Name,Date Opened,Issue Author,Date Closed,Closed By
19696,Save training using Tensorflow C++ with VS2015</bdi,01-Jun-18,Pessanha24,Not closed,Not closed
19530,transforms_graph error when remove_nodes(op=Identity,24-May-18,HwMohanLiu,Not closed,Not closed
19298,java/sbt. Cannot register 2 metrics with the same name on cross tests</bdi,15-May-18,ravwojdyla,Not closed,Not closed
19296,tf.gfile.Open has different semantics from open</bdi,15-May-18,superbobry,Not closed,Not closed
19043,Code documetnantion. Probably misprint in function parameter description.</bdi,03-May-18,nikitaverbis,Not closed,Not closed
18660,Bug: tf.keras.estimator.model_to_estimator() API giving error when Keras model contains Lambda layer.</bdi,18-Apr-18,sibyjackgrove,Not closed,Not closed
18443,"In Matmul, is FP16 x FP16 accumulated to FP16 or FP32?</bdi",12-Apr-18,jiazhe0909,Not closed,Not closed
18214,Documentation missing for tensorrt in Python API</bdi,03-Apr-18,sibyjackgrove,Not closed,Not closed
18211,freeze_graph.py generates error messages when run on sample model (census / wide_deep)</bdi,03-Apr-18,kjancke,Not closed,Not closed
18185,Building Graphs documentation</bdi,02-Apr-18,redwrasse,Not closed,Not closed
17949,incorrect description of num_sampled parameter in tf.nn.nce_loss() function: num_sampled is number of negative examples per 1 positive example (NOT per batch)</bdi,23-Mar-18,denkuzin,Not closed,Not closed
17925,MaskedAutoregressiveFlow example (tf.contrib.distributions) raises ValueError</bdi,22-Mar-18,mrosenkranz,Not closed,Not closed
17839,Beam search terminology</bdi,19-Mar-18,MattShannon,Not closed,Not closed
17762,UnimplementedError: Broadcast between &lt;Tensor&gt; and &lt;Tensor&gt; is not supported yet.</bdi,16-Mar-18,aforslow,Not closed,Not closed
17663,tf.matrix_solve_ls: Documentation corrupt?</bdi,13-Mar-18,Hoeze,Not closed,Not closed
17614,Error command in installation guild</bdi,10-Mar-18,GingoBang,Not closed,Not closed
17389,Documentation links for version 1.5 silently redirect to 1.6</bdi,02-Mar-18,recol3,Not closed,Not closed
17362,Missing documentation for tf.train.Saver </bdi,01-Mar-18,dreamflasher,Not closed,Not closed
17351,Examples and tutorial missing from pip tensorflow package</bdi,01-Mar-18,spiiph,Not closed,Not closed
16950,"Windows Installation tutorial has wrong cuDNN version requirement, 7 required for latest version.</bdi",12-Feb-18,nikitaverbis,Not closed,Not closed
16948,tf.QueueBase.dequeue_many returns list instead of tuple</bdi,12-Feb-18,msmsajjadi,Not closed,Not closed
16791,Tensorflow 1.5.0 Import Error on CUDA 9.0</bdi,06-Feb-18,ziruizhuang,Not closed,Not closed
16747,No documentation on the order of eigenvalues returned by tf.self_adjoint_eig </bdi,04-Feb-18,thjashin,Not closed,Not closed
16464,AssignAddVariableOp has no output</bdi,26-Jan-18,is8ac,Not closed,Not closed
16333,Computing gradients of loop variables return None</bdi,23-Jan-18,mholzel,Not closed,Not closed
16316,Lack of clarity in tf.while_loop documentation</bdi,23-Jan-18,mholzel,Not closed,Not closed
15978,No documentation for ConfigProto</bdi,09-Jan-18,nbro,Not closed,Not closed
15256,Problem about tf.data.Dataset.from_sparse_tensor_slices</bdi,11-Dec-17,XeMinZa,Not closed,Not closed
14798,Provide a list of supported XLA operations like TensorFlow Lite</bdi,22-Nov-17,carlthome,Not closed,Not closed
14652,a document bug</bdi,17-Nov-17,nezen,Not closed,Not closed
14455,Tensorflow cannot be installed with default Windows Python 3.5 stack</bdi,10-Nov-17,cfehr247,Not closed,Not closed
14357,Following instructions in batch_normalization docs produces an exception</bdi,08-Nov-17,naktinis,Not closed,Not closed
14230,Build from source documentation is incorrect</bdi,03-Nov-17,montanalow,Not closed,Not closed
14219,"tf.layers.Network is in the documentation, but not the library</bdi",03-Nov-17,MadWombat,Not closed,Not closed
14095,matrix_triangular_solve has broken docstring</bdi,30-Oct-17,vdutor,Not closed,Not closed
13900,tfdbg doesn't work with tensorflow GPU version?</bdi,22-Oct-17,mingyr,Not closed,Not closed
13885,tf.reduce_mean is not compatible with np.mean</bdi,21-Oct-17,amirj,Not closed,Not closed
13576,sparse_softmax_cross_entropy_with_logits wrong annotation</bdi,09-Oct-17,zhuantouer,Not closed,Not closed
13566,tf.estimator Quickstart web doc needs syncing with GitHub</bdi,08-Oct-17,Atlas7,Not closed,Not closed
13288,Cannot put a Tensor into a StagingArea</bdi,25-Sep-17,EFanZh,Not closed,Not closed
13281,"Non-working example in documentation, with recommendations for how to fix</bdi",24-Sep-17,ecpoppenheimer,Not closed,Not closed
13165,Doc nicety: use * to indicate when arguments must be keywords</bdi,19-Sep-17,girving,Not closed,Not closed
13150,Handling of * in pattern of tf.contrib.data.Dataset.list_files undocumented</bdi,19-Sep-17,GPhilo,Not closed,Not closed
13104,Fix tf.argmax/argmin documentation</bdi,17-Sep-17,hnsl,Not closed,Not closed
12821,Wrong error message during compiling</bdi,05-Sep-17,boared,Not closed,Not closed
12569,missing Documentation of the method AttentionWrapper.zero_state(...)</bdi,24-Aug-17,malsulaimi,Not closed,Not closed
12393,Anaconda installation example doesn't match the description on web site</bdi,18-Aug-17,pulzar,Not closed,Not closed
11955,Incorrect tfBinaryURL for installing with Anaconda on Linux</bdi,02-Aug-17,orangeagles,Not closed,Not closed
11831,No mention of how to use custom RunConfig with Estimator in the Estimator tutorial</bdi,27-Jul-17,yhu9,Not closed,Not closed
11786,contrib.data.Dataset - doc issue with Dataset.map / tf.py_func in 1.3.0rc0</bdi,26-Jul-17,cheind,Not closed,Not closed
11784,[docs] Windows Instructions need updating.</bdi,26-Jul-17,jubjamie,Not closed,Not closed
11708,error in installation instructions</bdi,24-Jul-17,sameermahajan,Not closed,Not closed
11364,Error on tf.contrib.training.stratified_sample</bdi,07-Jul-17,jrbtaylor,Not closed,Not closed
11287,Missing definition in Getting Started With TensorFlow guide</bdi,05-Jul-17,roshangiyanani,Not closed,Not closed
11037,installation failed with Virtualenv ERROR:The executable is not functioning tensorflow</bdi,24-Jun-17,hoysasulee,Not closed,Not closed
11028,wrong path for retrain.py</bdi,24-Jun-17,jintgeorge,Not closed,Not closed
10661,tf.train.Scaffold missing global_step attribute</bdi,12-Jun-17,edgimar,Not closed,Not closed
10646,Clarify Installation Docs for Windows (32-bit)</bdi,12-Jun-17,jubjamie,Not closed,Not closed
10398,"[Docs] arg_scope"" overrides ""defined in"" paths</bdi""",02-Jun-17,Androbin,Not closed,Not closed
10376,Lack support of qint32 in tf.nn.tanh</bdi,01-Jun-17,yilinjuang,Not closed,Not closed
10303,TensorflowDebugger does not dump Stack/Pack/Concat nodes</bdi,30-May-17,blake-varden,Not closed,Not closed
10192,How to know what commands and types are supported in iOS build?</bdi,25-May-17,Koshub,Not closed,Not closed
9968,ValueError: Refusing to perform an overparameterized separable convolution</bdi,17-May-17,singlasahil14,Not closed,Not closed
9827,"tf.abs() isn't documented to handle complex, but it does appear to work as tf.complex_abs() used to.</bdi",11-May-17,ddurham2,Not closed,Not closed
9786,Not a JPEG issue</bdi,09-May-17,santle,Not closed,Not closed
9731,"More description for optimizers Adagrad, Adadelta, FTRL...</bdi",06-May-17,junwei-pan,Not closed,Not closed
9709,Missing image in https://www.tensorflow.org/api_docs/python/tf/gather</bdi,06-May-17,jlebar,Not closed,Not closed
9624,Is batch_norm_param argument missing in the depthwise convolution 2d layer implementation?</bdi,03-May-17,kwotsin,Not closed,Not closed
9610,Broken link Mac/GPU/py3 whl file</bdi,03-May-17,kinergy,Not closed,Not closed
9597,Invalid link in https://www.tensorflow.org/deploy/distributed</bdi,02-May-17,junwei-pan,Not closed,Not closed
9566,Documentation pages are unnecessarily large</bdi,01-May-17,ppwwyyxx,Not closed,Not closed
9528,TensorFlow processes and core engine documentations </bdi,29-Apr-17,salemmohammed,Not closed,Not closed
9515,How do you generate tensorflow docs so you can confirm documentation fixes you make?</bdi,28-Apr-17,dmonopoly,Not closed,Not closed
9476,iOS: No OpKernel was registered to support Op 'Less' with these attrs.  </bdi,27-Apr-17,hansonboy,Not closed,Not closed
9467,Link Error for the deprecated/__init__.py</bdi,26-Apr-17,junwei-pan,Not closed,Not closed
9381,Mac Gpu Link not working?</bdi,22-Apr-17,0xDaksh,Not closed,Not closed
9314,tf.get_collection documentation: argument description is confusing</bdi,19-Apr-17,dmonopoly,Not closed,Not closed
9313,"<code>Evaluable</code> docs: name, checkpoint_path, and hooks should be new bullets.</bdi",19-Apr-17,dmonopoly,Not closed,Not closed
9115,Documentation link issue</bdi,10-Apr-17,dumBGuy08,Not closed,Not closed
9092,problem with wide_n_deep_tutorial.py on Tensorflow 1.0</bdi,10-Apr-17,CBrauer,Not closed,Not closed
9089,cpp protobuf instructions out-of-date for MacOS</bdi,09-Apr-17,yaroslavvb,Not closed,Not closed
9074,Documentation: broken links and image in documentation</bdi,09-Apr-17,ddurham2,Not closed,Not closed
8969,Broken link in README.md</bdi,05-Apr-17,aiqu,Not closed,Not closed
8920,problem with exemple in API documentation for tf.contrib.distributions.bijector.ScaleAndShift</bdi,03-Apr-17,chetzacoalt,Not closed,Not closed
8809,an update for the tf.contrib.learn Quickstart example is needed</bdi,29-Mar-17,unnir,Not closed,Not closed
8793,python StagingArea documentation missing</bdi,29-Mar-17,sjperkins,Not closed,Not closed
8755,tf.contrib.seq2seq.sequence_loss documentation incorrect</bdi,27-Mar-17,falcondai,Not closed,Not closed
8753,TFDBG 'PyFunc' is not found in partition graphs.</bdi,27-Mar-17,hqqxyy,Not closed,Not closed
8666,<code>dynamic_rnn</code>'s docstring refers to a non-existing <code>rnn</code> function</bdi,23-Mar-17,tgy,Not closed,Not closed
8556,Tenor flow distributed support for spectrum lsf </bdi,20-Mar-17,jsimpson2,Not closed,Not closed
8364,Documentation formatting broken</bdi,13-Mar-17,BlackHC,Not closed,Not closed
8349,/tutorials/using_gpu doc (possibly other) should use print() since Windows needs Python 3.x</bdi,13-Mar-17,danbri,Not closed,Not closed
8306,tf.contrib.distributions.Multinomial initialization problem</bdi,11-Mar-17,yc14600,Not closed,Not closed
8207,"Operation Documentation has  within it</bdi""",08-Mar-17,aodhan-domhnaill,Not closed,Not closed
8064,Missing images in docs</bdi,03-Mar-17,christopherhesse,Not closed,Not closed
8029,Multiple broken g3doc links</bdi,02-Mar-17,clarkzinzow,Not closed,Not closed
7938,Add Python Graph Transform examples</bdi,28-Feb-17,cancan101,Not closed,Not closed
7869,Test issue</bdi,25-Feb-17,aselle,Not closed,Not closed
7836,Breaking changes to API</bdi,24-Feb-17,sachinruk,Not closed,Not closed
7757,Broken link to doc in extras.</bdi,22-Feb-17,BaiGang,Not closed,Not closed
7735,API Documentation with Links to Source Code</bdi,21-Feb-17,jonasrauber,Not closed,Not closed
7685,"Image problems in Tensorflow documentation at tensorflow.org, Error 404</bdi",20-Feb-17,qinglintian,Not closed,Not closed
7675,Error message could be improved</bdi,19-Feb-17,rpryzant,Not closed,Not closed
7443,Add Continuous Integration + Review Requirements to CONTRIBUTING.md</bdi,11-Feb-17,ahundt,Not closed,Not closed
7404,No attribute 'outer_context' when calculating gradient from imported graph</bdi,10-Feb-17,malmaud,Not closed,Not closed
7392,docs: Broken link/missing py file in Model Files guide</bdi,09-Feb-17,yufengg,Not closed,Not closed
7378,Seg fault when using tf session with opencv 3</bdi,09-Feb-17,mkabra,Not closed,Not closed
7344,Documentation for tf.contrib.layers.stack replaced by documentation for tf.stack</bdi,07-Feb-17,william-r-s,Not closed,Not closed
7300,"API documentation Core graph data structures""</bdi""",06-Feb-17,PierreAndreNoel,Not closed,Not closed
7077,TensorBoard ImportError: No module named werkzeug</bdi,25-Jan-17,Mazecreator,Not closed,Not closed
7058,what's the difference betwee tf.nn.seq2seq and tf.python.ops.seq2seq?</bdi,25-Jan-17,coder3344,Not closed,Not closed
7049,NotFoundError: /tf_files/retrained_graph.pb</bdi,24-Jan-17,gitgreencoder,Not closed,Not closed
6812,python documentation for tensorflow.abs out of sync</bdi,12-Jan-17,drewm1980,Not closed,Not closed
6804,Defun broken: errors_impl.NotFoundError: Op type not registered</bdi,12-Jan-17,albertz,Not closed,Not closed
6700,tensorflow docs have sigmoid_cross_entropy_with_logits args flipped</bdi,06-Jan-17,ghost,Not closed,Not closed
6622,Minor doc issue - Param order in nce_loss in word2vec tutorial</bdi,04-Jan-17,BaiGang,Not closed,Not closed
6495,Docker doesn't support GPU for mac OS (doc clarification request)</bdi,26-Dec-16,eraoul,Not closed,Not closed
6426,Outdated documentation of Assert op</bdi,20-Dec-16,rizar,Not closed,Not closed
6232,Format Error on the Website</bdi,10-Dec-16,ZijiaLewisLu,Not closed,Not closed
6202,Inconsistent API for ones_initializer/zeros_initializer</bdi,09-Dec-16,yaroslavvb,Not closed,Not closed
6068,RNN Tutorial Code cant find sample data</bdi,04-Dec-16,sshleifer,Not closed,Not closed
5987,"Request for documentation on recommended flow in slim for train, validation, and test sets</bdi",30-Nov-16,kmalakoff,Not closed,Not closed
5771,"tf.with_dependencies isn't exposed, but it is used in documentations</bdi",22-Nov-16,bc-lee,Not closed,Not closed
5769,Misformatted documentation after constant_initializer</bdi,22-Nov-16,WuTheFWasThat,Not closed,Not closed
5696,API pages could use some search optimization</bdi,18-Nov-16,shirriff,Not closed,Not closed
5673,Possible typo in docstring of embedding_rnn_seq2seq and embedding_attention_seq2seq?</bdi,17-Nov-16,shuvrobiswas,Not closed,Not closed
5669,Small typo in documentation</bdi,17-Nov-16,hholst80,Not closed,Not closed
5667,Documentation shows None default instead of actual op attr default</bdi,17-Nov-16,Antonio95,Not closed,Not closed
5627,Documentation change for 'Adding a new op ShapeFn'</bdi,15-Nov-16,gibiansky,Not closed,Not closed
5609,Add documentation on how to use bucketing functions</bdi,15-Nov-16,sonalgupta,Not closed,Not closed
5539,"Sticky  No OpKernel was registered to support Op 'Conv2D' with these attrs.""</bdi""",11-Nov-16,ssegvic,Not closed,Not closed
5381,Documentation For The New Version of Histogram on TensorBoard</bdi,03-Nov-16,TaihuaLi,Not closed,Not closed
5284,"tf.contrib.learn output shapes : shapes (?, 1) and (?,) are incompatible</bdi",30-Oct-16,yihong-chen,Not closed,Not closed
4923,"Tutorial on contrib (load_csv) no longer works, please suggest solution</bdi",12-Oct-16,chivalry123,Not closed,Not closed
4849,"Method docs contain unclosed verbatim, which causes exceeding verbatim block in HTML docs</bdi",09-Oct-16,foxik,Not closed,Not closed
4821,Request for documentation: quantize_training in python</bdi,07-Oct-16,xiaoyunwu,Not closed,Not closed
4749,Minor instruction issue in functional_ops.py/scan</bdi,04-Oct-16,yhg0112,Not closed,Not closed
4738,Feature Request: Include function argument defaults in the documentation</bdi,03-Oct-16,markpwoodward,Not closed,Not closed
4444,Code snippet in the TensorFlow for Poets codelab is confusing</bdi,18-Sep-16,mrry,Not closed,Not closed
4128,Docs for Inception Model</bdi,31-Aug-16,Hvass-Labs,Not closed,Not closed
4120,"Document How to adding new customized file system""</bdi""",31-Aug-16,llhe,Not closed,Not closed
3967,Document checkpoint file format</bdi,22-Aug-16,malmaud,Not closed,Not closed
3657,"0.10.0rc0: Contrib distributions crash when sampling n"" is scalar</bdi""",05-Aug-16,jlowin,Not closed,Not closed
3629,"Problems in Implement the gradient in Python"" docs</bdi""",03-Aug-16,harpone,Not closed,Not closed
3622,Missing doc: tf.contrib.layers.embedding_column</bdi,03-Aug-16,PeterisP,Not closed,Not closed
2939,Unable to download nightly binaries</bdi,17-Jun-16,ppwwyyxx,Not closed,Not closed
2573,avg/max_pool3d description has a bug.</bdi,29-May-16,ruihou,Not closed,Not closed
2554,Virtualenv installation failure</bdi,28-May-16,yayosh,Not closed,Not closed
2547,"Confusing embedding_lookup docstring, incorrect use of the word partition""</bdi""",28-May-16,kuprel,Not closed,Not closed
1169,"Broken link in A Tool Developer's Guide..."" for graph_metrics.py</bdi""",18-Feb-16,HamedMP,Not closed,Not closed
721,Tensorflow API doc image is wrong for tf.scatter_*</bdi,07-Jan-16,fpmchu,Not closed,Not closed
618,Strongly suggest to improve Tensorflow API document by adding examples</bdi,25-Dec-15,NianzuMa,Not closed,Not closed
617,Docs for tf.device should point to tf.Graph.device</bdi,25-Dec-15,alquraishi,Not closed,Not closed
615,please share a total example from training in python and prediction in C++.</bdi,25-Dec-15,leftstone2015,Not closed,Not closed
362,Some wrong code in get_started document</bdi,26-Nov-15,FangLinHe,Not closed,Not closed
222,Error in api_docs/images/Gather.png </bdi,14-Nov-15,ry,Not closed,Not closed
196,Padding type definition is swapped in the documentation.</bdi,13-Nov-15,cesarsalgado,Not closed,Not closed
186,No documentation for Saver class</bdi,12-Nov-15,cemkod,Not closed,Not closed
151,Typo in reshape documentation</bdi,11-Nov-15,EigenFace,Not closed,Not closed
7,API docs does not list RNNs</bdi,09-Nov-15,AvantiShri,Not closed,Not closed
